File Name,Correct/Incorrect
13845,0
13852,0
13894,0
13900,0
13949,0
13984,0
14017,0
14042,0
14176,1
14200,1
14208,0
14215,1
14308,0
14351,1
14395,0
14438,0
14444,0
14478,0
14484,0
14496,0
14498,0
14524,0
14526,1
14531,0
14636,1
14685,0
14715,0
14735,0
14747,0
14755,0
14759,0
14801,0
14901,0
14926,0
14953,0
14970,0
14982,0
14996,0
15046,0
15063,0
15080,0
15200,0
15276,0
15302,0
15325,1
15375,1
15378,0
15387,1
15415,0
15437,0
15450,1
15455,0
15508,1
15552,0
15576,0
15602,0
15638,0
15649,0
15717,0
15720,0
15723,0
15731,0
15750,0
15765,0
15781,0
15786,0
15846,0
15847,0
15849,0
15902,0
15935,1
16039,0
16084,0
16094,0
16110,0
16135,0
16158,0
16161,0
16177,0
16193,0
16197,0
16300,0
16347,0
16360,0
16378,1
16384,0
16393,0
16408,1
16445,0
16446,1
16449,0
16464,0
16526,0
16530,0
16591,0
16617,0
16637,0
16685,0
16687,0
16690,0
16698,1
16704,1
16749,0
16787,0
16822,1
16858,0
16900,0
16909,1
16964,1
16995,1
17023,0
17080,0
17108,0
17219,0
17233,0
17245,1
17253,0
17255,0
17365,1
17386,0
17392,0
17465,0
17596,0
17800,0
17802,0
17804,0
17832,0
17833,1
17839,1
17850,1
17878,0
17950,0
18004,0
18040,0
18069,0
18080,0
18081,1
18093,0
18121,1
18126,0
18130,0
18168,0
18169,0
18174,1
18179,0
18200,0
18210,1
18254,0
18285,0
18304,0
18427,1
18506,0
18510,0
18513,1
18562,0
18599,0
18688,0
18750,0
18800,0
18802,0
18818,0
18825,0
18847,1
18862,0
18970,0
19021,0
19083,0
19086,1
19201,1
19222,0
19239,0
19275,0
19309,1
19313,0
19321,1
19322,0
19341,0
19382,0
19409,0
19442,0
19458,0
19471,0
19475,0
19497,0
19506,0
19562,0
19575,0
19632,1
19655,0
19685,0
19734,0
19754,0
19759,1
19821,0
19839,0
19847,1
19911,0
19944,1
19951,1
19968,0
20009,0
20025,0
20050,0
20097,0
20110,0
20118,0
20155,0
20213,0
20214,0
20321,1
20338,0
20415,0
20420,0
20456,0
20469,0
20492,0
20503,0
20538,1
20579,0
20594,0
20698,0
20721,0
20747,1
20778,0
20789,0
20829,0
20850,0
20859,0
20861,0
20901,0
20914,0
20943,0
21005,0
21023,0
21030,0
21048,0
21080,0
21124,0
21165,0
21171,0
21189,1
21205,0
21219,0
21261,0
21267,1
21289,1
21295,1
21322,0
21327,0
21330,1
21335,0
21351,0
21394,0
21403,0
21413,0
21441,0
21500,0
21511,0
21523,1
21540,0
21541,0
21548,0
21550,0
21652,0
21668,1
21704,1
21708,0
21748,1
21767,0
21773,0
21782,0
21867,1
21888,0
21899,0
21939,0
21953,0
22006,0
22013,0
22053,0
22077,0
22094,0
22113,0
22146,0
22155,0
22174,0
22178,1
22217,0
22270,0
22313,0
22327,0
22334,0
22363,0
22364,0
22498,0
22499,0
22505,0
22519,0
22524,0
22582,0
22584,0
22601,0
22607,0
22662,0
22739,0
22743,0
22750,0
22781,0
22787,0
22788,1
22815,0
22918,0
22931,0
23017,0
23039,0
23190,0
23235,0
23249,0
23300,0
23305,0
23345,1
23347,0
23391,0
23422,1
23467,1
23532,0
23539,0
23572,0
23595,1
23626,0
23680,0
23696,1
23763,0
23765,1
23788,0
23805,1
23809,0
23850,0
23863,0
23887,1
23891,0
23934,0
24042,0
24071,0
24079,1
24092,0
24102,1
24105,1
24117,0
24148,0
24182,0
24183,0
24202,0
24216,0
24240,0
24255,0
24289,0
